MONATE_SEIT_EINFUEHRUNG_PROGRAMM_KOHORTE,MONAT,monat_jahr,monat_monat,monat_jahreszeit,KOHORTE,kohorte_jahr,kohorte_monat,kohorte_jahreszeit,ERSTER_MONAT_KOHORTE_FG,MONATE_SEIT_EXISTENZ_KOHORTE,KOHORTENGROESSE_INDEXIERT,KOHORTENGROESSE_KUMULIERT_INDEXIERT,IDENTIFIZIERTE_KUNDEN_INDEXIERT,RETENTIONRATE,UMSATZ_INDEXIERT,MONATLICHER_UMSATZ_INDEXIERT,UMSATZANTEIL_KOHORTE,ANZ_BONS_INDEXIERT,ABVERKAUF_INDEXIERT,RABATT_INDEXIERT,FREQUENZ_INDEXIERT,DURCHSCHNITTSBON_INDEXIERT,STUECKBON_INDEXIERT,UMSATZ_JE_KUNDE_INDEXIERT,ABVERKAUF_JE_KUNDE_INDEXIERT,RABATT_JE_KUNDE_INDEXIERT
16,201701,2017,1,Winter,201602,2016,2,Winter,0,11,24.85,185.75,11.73,47.1896,18.04,202.51,0.0015092109,18.22,14.91,33.02,155.4,98.97,81.83,153.79,127.17,281.52
16,201702,2017,2,Winter,201602,2016,2,Winter,0,12,24.85,185.75,11.98,48.1928,18.59,194.83,0.0016167268,19.4,15.8,55.59,161.99,95.81,81.43,155.2,131.91,464.12
16,201703,2017,3,Frühling,201602,2016,2,Winter,0,13,24.85,185.75,12.41,49.9443,21.51,245.71,0.001483577,22.32,17.96,59.74,179.86,96.36,80.47,173.31,144.73,481.27
16,201704,2017,4,Frühling,201602,2016,2,Winter,0,14,24.85,185.75,11.75,47.2639,18.47,210.78,0.0014850506,19.52,15.75,43.93,166.16,94.65,80.71,157.27,134.1,374.03
16,201705,2017,5,Frühling,201602,2016,2,Winter,0,15,24.85,185.75,11.26,45.3214,19.27,235.78,0.00138468,20.22,16.58,29.64,179.48,95.31,82.03,171.06,147.22,263.11
16,201706,2017,6,Sommer,201602,2016,2,Winter,0,16,24.85,185.75,11.32,45.5496,18.72,222.73,0.001424096,19.46,16.67,32.28,171.9,96.19,85.65,165.35,147.23,285.17
16,201707,2017,7,Sommer,201602,2016,2,Winter,0,17,24.85,185.75,10.81,43.4956,17.93,220.9,0.0013754422,18.75,16.42,32.07,173.45,95.63,87.58,165.87,151.9,296.64
16,201708,2017,8,Sommer,201602,2016,2,Winter,0,18,24.85,185.75,10.68,42.986,17.08,211.6,0.0013676859,18.06,15.23,22.97,169.04,94.57,84.33,159.87,142.54,215.04
17,201603,2016,3,Frühling,201603,2016,3,Frühling,1,0,24.51,190.63,24.51,100.0,22.74,171.54,0.002246698,23.16,18.0,24.66,94.46,98.21,77.71,92.78,73.41,100.61
17,201604,2016,4,Frühling,201603,2016,3,Frühling,0,1,24.51,190.63,14.05,57.2935,19.37,172.53,0.0019024511,21.15,15.65,21.96,150.56,91.6,73.99,137.91,111.4,156.36
17,201605,2016,5,Frühling,201603,2016,3,Frühling,0,2,24.51,190.63,12.74,51.9505,18.43,183.72,0.001699784,20.41,15.46,20.22,160.3,90.27,75.72,144.71,121.38,158.76
17,201606,2016,6,Sommer,201603,2016,3,Frühling,0,3,24.51,190.63,12.32,50.2556,17.92,182.3,0.0016660153,19.82,15.47,25.35,160.88,90.43,78.03,145.48,125.54,205.74
17,201607,2016,7,Sommer,201603,2016,3,Frühling,0,4,24.51,190.63,11.93,48.6844,17.4,191.25,0.0015418168,18.64,15.72,23.04,156.15,93.37,84.34,145.8,131.69,193.07
17,201608,2016,8,Sommer,201603,2016,3,Frühling,0,5,24.51,190.63,10.87,44.3368,14.83,174.95,0.001436642,16.42,13.39,20.89,151.11,90.31,81.53,136.46,123.2,192.23
17,201609,2016,9,Herbst,201603,2016,3,Frühling,0,6,24.51,190.63,10.84,44.2238,14.81,168.55,0.0014892663,17.59,13.56,29.65,162.3,84.19,77.05,136.64,125.06,273.54
17,201610,2016,10,Herbst,201603,2016,3,Frühling,0,7,24.51,190.63,11.49,46.8819,16.47,197.33,0.0014140009,18.78,14.84,36.36,163.43,87.66,79.03,143.27,129.16,316.36
17,201611,2016,11,Herbst,201603,2016,3,Frühling,0,8,24.51,190.63,11.65,47.5222,16.71,193.64,0.001462217,18.39,14.47,63.21,157.88,90.85,78.66,143.43,124.19,542.55
17,201612,2016,12,Winter,201603,2016,3,Frühling,0,9,24.51,190.63,11.97,48.8458,19.47,237.22,0.0013907695,18.84,15.74,54.03,157.31,103.36,83.58,162.59,131.49,451.21
17,201701,2017,1,Winter,201603,2016,3,Frühling,0,10,24.51,190.63,11.12,45.3699,16.32,202.51,0.0013652033,16.53,13.65,28.96,148.6,98.72,82.58,146.69,122.71,260.37
17,201702,2017,2,Winter,201603,2016,3,Frühling,0,11,24.51,190.63,11.4,46.5106,16.97,194.83,0.0014755239,17.44,14.4,47.99,152.92,97.3,82.59,148.79,126.3,420.9
17,201703,2017,3,Frühling,201603,2016,3,Frühling,0,12,24.51,190.63,11.87,48.4208,19.57,245.71,0.001349786,20.1,16.33,52.06,169.35,97.36,81.25,164.89,137.6,438.57
17,201704,2017,4,Frühling,201603,2016,3,Frühling,0,13,24.51,190.63,11.26,45.9457,16.79,210.78,0.0013501366,17.68,14.33,38.05,157.0,94.97,81.03,149.11,127.22,337.8
17,201705,2017,5,Frühling,201603,2016,3,Frühling,0,14,24.51,190.63,10.59,43.1854,17.65,235.78,0.0012685583,18.26,15.15,26.51,172.45,96.68,82.99,166.73,143.12,250.43
17,201706,2017,6,Sommer,201603,2016,3,Frühling,0,15,24.51,190.63,10.61,43.293,16.81,222.73,0.0012792789,17.55,15.0,28.08,165.35,95.82,85.46,158.43,141.3,264.59
17,201707,2017,7,Sommer,201603,2016,3,Frühling,0,16,24.51,190.63,10.28,41.9317,15.96,220.9,0.0012239632,16.69,14.58,27.96,162.39,95.59,87.32,155.22,141.79,272.05
17,201708,2017,8,Sommer,201603,2016,3,Frühling,0,17,24.51,190.63,10.18,41.5066,15.46,211.6,0.0012380815,16.23,13.78,21.03,159.55,95.23,84.88,151.94,135.43,206.71
18,201604,2016,4,Frühling,201604,2016,4,Frühling,1,0,21.59,194.92,21.59,100.0,20.92,172.53,0.0020544693,20.77,16.28,35.31,96.18,100.71,78.36,96.87,75.37,163.51
18,201605,2016,5,Frühling,201604,2016,4,Frühling,0,1,21.59,194.92,12.19,56.4596,17.56,183.72,0.0016194397,19.78,14.69,19.85,162.25,88.76,74.25,144.01,120.48,162.8
18,201606,2016,6,Sommer,201604,2016,4,Frühling,0,2,21.59,194.92,11.61,53.7658,16.27,182.3,0.0015123904,17.79,13.89,22.44,153.19,91.48,78.1,140.14,119.64,193.31
18,201607,2016,7,Sommer,201604,2016,4,Frühling,0,3,21.59,194.92,10.85,50.2291,15.84,191.25,0.0014037489,16.96,14.17,20.98,156.35,93.42,83.56,146.07,130.64,193.42
18,201608,2016,8,Sommer,201604,2016,4,Frühling,0,4,21.59,194.92,9.98,46.2159,13.57,174.95,0.0013147044,14.81,12.12,20.01,148.41,91.64,81.84,136.01,121.46,200.49
18,201609,2016,9,Herbst,201604,2016,4,Frühling,0,5,21.59,194.92,9.74,45.1041,13.03,168.55,0.0013099145,15.41,11.87,25.08,158.2,84.56,77.01,133.77,121.83,257.49
18,201610,2016,10,Herbst,201604,2016,4,Frühling,0,6,21.59,194.92,10.28,47.6208,14.34,197.33,0.0012312289,16.15,12.81,32.02,157.03,88.79,79.34,139.43,124.59,311.38
18,201611,2016,11,Herbst,201604,2016,4,Frühling,0,7,21.59,194.92,10.3,47.7124,14.33,193.64,0.001253672,15.94,12.34,56.54,154.68,89.89,77.41,139.05,119.73,548.73
18,201612,2016,12,Winter,201604,2016,4,Frühling,0,8,21.59,194.92,10.7,49.5388,16.79,237.22,0.0011997013,16.38,13.56,46.42,153.14,102.52,82.8,157.0,126.81,433.97
18,201701,2017,1,Winter,201604,2016,4,Frühling,0,9,21.59,194.92,9.78,45.2813,14.01,202.51,0.0011722677,14.3,11.58,24.73,146.2,98.0,81.0,143.27,118.42,252.89
18,201702,2017,2,Winter,201604,2016,4,Frühling,0,10,21.59,194.92,10.02,46.4113,14.6,194.83,0.0012698076,15.24,12.46,40.0,152.03,95.82,81.79,145.68,124.34,399.08
18,201703,2017,3,Frühling,201604,2016,4,Frühling,0,11,21.59,194.92,10.51,48.6836,16.84,245.71,0.0011616254,17.72,14.07,46.14,168.54,95.07,79.41,160.22,133.83,438.94
18,201704,2017,4,Frühling,201604,2016,4,Frühling,0,12,21.59,194.92,10.03,46.4419,14.66,210.78,0.0011784004,15.58,12.47,32.91,155.4,94.05,80.01,146.16,124.34,328.14
18,201705,2017,5,Frühling,201604,2016,4,Frühling,0,13,21.59,194.92,9.76,45.208,15.62,235.78,0.0011225862,16.49,13.4,24.09,168.89,94.74,81.25,160.0,137.22,246.78
18,201706,2017,6,Sommer,201604,2016,4,Frühling,0,14,21.59,194.92,9.6,44.4506,15.17,222.73,0.001153788,15.69,13.43,24.83,163.43,96.68,85.61,157.99,139.91,258.68
18,201707,2017,7,Sommer,201604,2016,4,Frühling,0,15,21.59,194.92,9.26,42.899,14.48,220.9,0.0011110535,15.24,13.24,25.59,164.56,95.01,86.87,156.35,142.95,276.29
18,201708,2017,8,Sommer,201604,2016,4,Frühling,0,16,21.59,194.92,9.03,41.8301,13.73,211.6,0.0010992389,14.45,12.29,18.54,159.94,95.01,85.1,151.96,136.1,205.25
19,201605,2016,5,Frühling,201605,2016,5,Frühling,1,0,19.8,198.86,19.8,100.0,18.58,183.72,0.0017138892,19.13,15.26,22.43,96.62,97.14,79.8,93.85,77.1,113.27
19,201606,2016,6,Sommer,201605,2016,5,Frühling,0,1,19.8,198.86,11.51,58.1346,15.86,182.3,0.0014738507,18.0,13.6,21.37,156.36,88.1,75.55,137.76,118.14,185.64
19,201607,2016,7,Sommer,201605,2016,5,Frühling,0,2,19.8,198.86,10.39,52.4783,14.69,191.25,0.0013011931,16.08,13.28,18.77,154.8,91.31,82.59,141.34,127.84,180.67
19,201608,2016,8,Sommer,201605,2016,5,Frühling,0,3,19.8,198.86,9.54,48.1945,12.63,174.95,0.0012228783,14.34,11.38,16.6,150.27,88.05,79.33,132.31,119.21,173.95
19,201609,2016,9,Herbst,201605,2016,5,Frühling,0,4,19.8,198.86,9.01,45.4897,11.89,168.55,0.0011957944,14.26,10.76,20.35,158.3,83.43,75.44,132.06,119.42,225.9
19,201610,2016,10,Herbst,201605,2016,5,Frühling,0,5,19.8,198.86,9.41,47.535,13.22,197.33,0.0011352128,15.04,11.89,26.65,159.84,87.88,79.05,140.47,126.35,283.22
19,201611,2016,11,Herbst,201605,2016,5,Frühling,0,6,19.8,198.86,9.33,47.1486,12.99,193.64,0.0011368547,14.4,11.26,44.66,154.29,90.2,78.15,139.17,120.59,478.43
19,201612,2016,12,Winter,201605,2016,5,Frühling,0,7,19.8,198.86,9.45,47.7348,14.7,237.22,0.0010498448,14.27,11.9,39.11,151.03,102.97,83.35,155.51,125.88,413.84
19,201701,2017,1,Winter,201605,2016,5,Frühling,0,8,19.8,198.86,8.72,44.024,12.51,202.51,0.0010465471,12.62,10.4,20.83,144.8,99.09,82.38,143.49,119.3,238.98
19,201702,2017,2,Winter,201605,2016,5,Frühling,0,9,19.8,198.86,9.05,45.7162,12.84,194.83,0.0011170683,13.36,10.96,34.05,147.55,96.17,82.09,141.9,121.13,376.19
19,201703,2017,3,Frühling,201605,2016,5,Frühling,0,10,19.8,198.86,9.45,47.7215,15.08,245.71,0.0010402354,15.62,12.71,37.13,165.31,96.57,81.35,159.64,134.48,392.96
19,201704,2017,4,Frühling,201605,2016,5,Frühling,0,11,19.8,198.86,9.02,45.543,13.5,210.78,0.0010854029,14.24,11.41,29.59,157.9,94.82,80.16,149.73,126.57,328.19
19,201705,2017,5,Frühling,201605,2016,5,Frühling,0,12,19.8,198.86,8.85,44.6902,14.3,235.78,0.0010276785,15.07,12.28,20.49,170.29,94.9,81.48,161.61,138.75,231.59
19,201706,2017,6,Sommer,201605,2016,5,Frühling,0,13,19.8,198.86,8.77,44.3038,13.83,222.73,0.0010521427,14.24,12.25,21.07,162.38,97.09,86.01,157.66,139.67,240.16
19,201707,2017,7,Sommer,201605,2016,5,Frühling,0,14,19.8,198.86,8.33,42.072,13.21,220.9,0.0010134389,13.63,12.09,22.2,163.63,96.93,88.71,158.6,145.16,266.46
19,201708,2017,8,Sommer,201605,2016,5,Frühling,0,15,19.8,198.86,8.15,41.1592,12.38,211.6,0.0009917346,13.07,11.08,15.77,160.41,94.74,84.77,151.97,135.98,193.51
20,201606,2016,6,Sommer,201606,2016,6,Sommer,1,0,26.81,204.19,26.81,100.0,23.73,182.3,0.0022061075,26.75,20.54,56.48,99.75,88.74,76.8,88.51,76.61,210.63
20,201607,2016,7,Sommer,201606,2016,6,Sommer,0,1,26.81,204.19,14.8,55.2096,20.59,191.25,0.0018243203,23.52,18.72,26.28,158.91,87.53,79.59,139.09,126.48,177.54
20,201608,2016,8,Sommer,201606,2016,6,Sommer,0,2,26.81,204.19,13.19,49.1883,17.3,174.95,0.0016759116,20.16,15.75,23.42,152.88,85.81,78.09,131.19,119.38,177.53
20,201609,2016,9,Herbst,201606,2016,6,Sommer,0,3,26.81,204.19,12.22,45.5579,15.64,168.55,0.0015720787,19.21,14.22,28.22,157.27,81.39,74.02,128.01,116.41,230.99
20,201610,2016,10,Herbst,201606,2016,6,Sommer,0,4,26.81,204.19,12.41,46.2957,16.72,197.33,0.0014359299,19.72,15.19,36.86,158.82,84.81,77.02,134.7,122.33,296.92
20,201611,2016,11,Herbst,201606,2016,6,Sommer,0,5,26.81,204.19,12.27,45.7497,16.42,193.64,0.001437201,18.65,14.26,61.02,152.01,88.08,76.49,133.88,116.27,497.46
20,201612,2016,12,Winter,201606,2016,6,Sommer,0,6,26.81,204.19,12.34,46.0203,18.52,237.22,0.0013228541,18.44,15.04,50.02,149.42,100.44,81.59,150.07,121.91,405.34
20,201701,2017,1,Winter,201606,2016,6,Sommer,0,7,26.81,204.19,11.19,41.7355,15.21,202.51,0.0012727508,15.88,12.77,24.92,141.87,95.81,80.43,135.92,114.11,222.67
20,201702,2017,2,Winter,201606,2016,6,Sommer,0,8,26.81,204.19,11.48,42.8276,15.56,194.83,0.0013535153,16.9,13.36,41.87,147.14,92.1,79.07,135.52,116.34,364.61
20,201703,2017,3,Frühling,201606,2016,6,Sommer,0,9,26.81,204.19,12.02,44.815,18.2,245.71,0.0012553989,19.64,15.32,47.31,163.42,92.7,78.04,151.49,127.53,393.74
20,201704,2017,4,Frühling,201606,2016,6,Sommer,0,10,26.81,204.19,11.45,42.6997,15.88,210.78,0.0012762829,17.54,13.62,35.9,153.21,90.5,77.65,138.66,118.97,313.55
20,201705,2017,5,Frühling,201606,2016,6,Sommer,0,11,26.81,204.19,11.24,41.9225,17.05,235.78,0.0012256963,18.75,14.74,25.79,166.84,90.94,78.57,151.72,131.09,229.45
20,201706,2017,6,Sommer,201606,2016,6,Sommer,0,12,26.81,204.19,11.41,42.5718,17.13,222.73,0.0013033298,18.48,15.36,27.46,161.9,92.69,83.11,150.07,134.55,240.55
20,201707,2017,7,Sommer,201606,2016,6,Sommer,0,13,26.81,204.19,10.79,40.2548,16.15,220.9,0.0012388585,17.57,14.94,27.67,162.78,91.92,85.02,149.62,138.38,256.35
20,201708,2017,8,Sommer,201606,2016,6,Sommer,0,14,26.81,204.19,10.46,39.0102,15.37,211.6,0.0012304996,16.76,13.8,20.13,160.28,91.65,82.31,146.9,131.93,192.48
21,201607,2016,7,Sommer,201607,2016,7,Sommer,1,0,26.54,209.47,26.54,100.0,25.93,191.25,0.0022978947,26.02,22.92,33.8,98.03,99.67,88.08,97.7,86.35,127.33
21,201608,2016,8,Sommer,201607,2016,7,Sommer,0,1,26.54,209.47,14.06,52.9815,18.14,174.95,0.001757313,21.15,16.64,25.31,150.38,85.79,78.67,129.0,118.3,179.99
21,201609,2016,9,Herbst,201607,2016,7,Sommer,0,2,26.54,209.47,12.38,46.6458,15.83,168.55,0.0015910462,18.86,14.53,28.52,152.35,83.89,77.01,127.81,117.33,230.33
21,201610,2016,10,Herbst,201607,2016,7,Sommer,0,3,26.54,209.47,12.59,47.4458,16.91,197.33,0.0014520784,19.04,15.38,37.36,151.16,88.82,80.79,134.27,122.13,296.66
21,201611,2016,11,Herbst,201607,2016,7,Sommer,0,4,26.54,209.47,12.37,46.6011,16.5,193.64,0.0014438013,18.49,14.48,63.8,149.46,89.24,78.32,133.38,117.05,515.76
21,201612,2016,12,Winter,201607,2016,7,Sommer,0,5,26.54,209.47,12.51,47.1427,19.05,237.22,0.001360943,18.33,15.63,52.94,146.51,103.92,85.26,152.25,124.92,423.07
21,201701,2017,1,Winter,201607,2016,7,Sommer,0,6,26.54,209.47,11.39,42.899,15.69,202.51,0.0013127637,15.91,13.22,28.23,139.74,98.59,83.07,137.77,116.08,247.9
21,201702,2017,2,Winter,201607,2016,7,Sommer,0,7,26.54,209.47,11.57,43.5897,16.12,194.83,0.0014022787,16.71,13.96,45.89,144.44,96.47,83.52,139.34,120.63,396.64
21,201703,2017,3,Frühling,201607,2016,7,Sommer,0,8,26.54,209.47,12.03,45.3091,18.57,245.71,0.0012810182,19.21,15.84,48.27,159.69,96.72,82.46,154.44,131.67,401.34
21,201704,2017,4,Frühling,201607,2016,7,Sommer,0,9,26.54,209.47,11.49,43.2966,16.34,210.78,0.0013132559,17.34,14.12,37.81,150.89,94.2,81.42,142.14,122.85,328.96
21,201705,2017,5,Frühling,201607,2016,7,Sommer,0,10,26.54,209.47,11.15,42.0095,17.13,235.78,0.0012313004,18.22,14.95,26.06,163.39,94.03,82.03,153.64,134.04,233.66
21,201706,2017,6,Sommer,201607,2016,7,Sommer,0,11,26.54,209.47,11.17,42.0791,17.19,222.73,0.0013079501,18.0,15.5,27.83,161.18,95.49,86.12,153.91,138.8,249.12
21,201707,2017,7,Sommer,201607,2016,7,Sommer,0,12,26.54,209.47,11.27,42.4568,17.14,220.9,0.0013150818,18.26,15.95,28.37,162.02,93.89,87.38,152.12,141.57,251.74
21,201708,2017,8,Sommer,201607,2016,7,Sommer,0,13,26.54,209.47,10.81,40.7275,16.09,211.6,0.0012882447,17.2,14.57,20.73,159.12,93.51,84.72,148.8,134.81,191.77
22,201608,2016,8,Sommer,201608,2016,8,Sommer,1,0,22.85,214.01,22.85,100.0,20.39,174.95,0.0019751833,21.41,17.93,35.92,93.68,95.25,83.74,89.23,78.44,157.17
22,201609,2016,9,Herbst,201608,2016,8,Sommer,0,1,22.85,214.01,12.33,53.9478,15.88,168.55,0.0015963618,19.86,14.46,27.79,161.1,79.94,72.78,128.79,117.25,225.38
22,201610,2016,10,Herbst,201608,2016,8,Sommer,0,2,22.85,214.01,11.78,51.5468,15.94,197.33,0.0013686395,18.89,14.38,35.47,160.31,84.39,76.16,135.29,122.09,301.12
22,201611,2016,11,Herbst,201608,2016,8,Sommer,0,3,22.85,214.01,11.41,49.9423,15.6,193.64,0.0013654168,17.78,13.54,57.41,155.77,87.76,76.17,136.7,118.65,503.0
22,201612,2016,12,Winter,201608,2016,8,Sommer,0,4,22.85,214.01,11.22,49.0765,17.29,237.22,0.0012350516,17.05,14.12,47.24,151.99,101.42,82.85,154.15,125.93,421.21
22,201701,2017,1,Winter,201608,2016,8,Sommer,0,5,22.85,214.01,10.07,44.0552,14.0,202.51,0.0011711304,14.47,11.66,23.77,143.7,96.73,80.6,139.01,115.83,236.06
22,201702,2017,2,Winter,201608,2016,8,Sommer,0,6,22.85,214.01,10.29,45.0248,14.47,194.83,0.0012581555,15.55,12.4,40.18,151.16,93.0,79.72,140.58,120.51,390.49
22,201703,2017,3,Frühling,201608,2016,8,Sommer,0,7,22.85,214.01,10.5,45.9598,16.54,245.71,0.0011403939,17.48,13.97,43.59,166.41,94.6,79.94,157.43,133.04,414.97
22,201704,2017,4,Frühling,201608,2016,8,Sommer,0,8,22.85,214.01,10.12,44.263,14.48,210.78,0.0011639792,15.86,12.47,33.21,156.82,91.27,78.59,143.13,123.25,328.27
22,201705,2017,5,Frühling,201608,2016,8,Sommer,0,9,22.85,214.01,9.7,42.4622,15.0,235.78,0.001078295,16.15,12.92,21.52,166.42,92.9,80.01,154.61,133.16,221.76
22,201706,2017,6,Sommer,201608,2016,8,Sommer,0,10,22.85,214.01,9.57,41.8966,14.57,222.73,0.0011082757,15.48,13.03,23.12,161.63,94.12,84.22,152.14,136.12,241.42
22,201707,2017,7,Sommer,201608,2016,8,Sommer,0,11,22.85,214.01,9.42,41.2386,14.56,220.9,0.0011168407,15.49,13.32,25.15,164.33,94.01,86.0,154.48,141.33,266.89
22,201708,2017,8,Sommer,201608,2016,8,Sommer,0,12,22.85,214.01,9.33,40.8173,13.85,211.6,0.0011092737,14.91,12.52,18.07,159.87,92.88,83.92,148.49,134.17,193.72
23,201609,2016,9,Herbst,201609,2016,9,Herbst,1,0,27.14,219.41,27.14,100.0,22.78,168.55,0.0022901443,27.07,19.89,48.78,99.76,84.14,73.47,83.94,73.29,179.74
23,201610,2016,10,Herbst,201609,2016,9,Herbst,0,1,27.14,219.41,16.84,62.0492,21.63,197.33,0.0018572867,27.88,19.84,55.08,165.54,77.59,71.19,128.44,117.85,327.09
23,201611,2016,11,Herbst,201609,2016,9,Herbst,0,2,27.14,219.41,15.75,58.0344,20.59,193.64,0.0018021581,25.17,18.08,85.64,159.8,81.83,71.86,130.76,114.83,543.76
23,201612,2016,12,Winter,201609,2016,9,Herbst,0,3,27.14,219.41,15.26,56.2166,22.36,237.22,0.0015970622,23.18,18.31,64.96,151.95,96.44,78.98,146.55,120.01,425.81
23,201701,2017,1,Winter,201609,2016,9,Herbst,0,4,27.14,219.41,13.6,50.1312,17.75,202.51,0.0014853895,19.39,14.89,32.02,142.56,91.53,76.8,130.48,109.48,235.34
23,201702,2017,2,Winter,201609,2016,9,Herbst,0,5,27.14,219.41,13.58,50.0243,18.21,194.83,0.0015835827,20.3,15.72,52.24,149.55,89.68,77.45,134.12,115.82,384.78
23,201703,2017,3,Frühling,201609,2016,9,Herbst,0,6,27.14,219.41,13.95,51.3998,20.78,245.71,0.0014328626,23.36,17.65,58.35,167.47,88.94,75.57,148.95,126.56,418.29
23,201704,2017,4,Frühling,201609,2016,9,Herbst,0,7,27.14,219.41,13.03,48.0169,17.73,210.78,0.0014253069,20.24,15.26,42.23,155.3,87.61,75.42,136.06,117.12,324.06
23,201705,2017,5,Frühling,201609,2016,9,Herbst,0,8,27.14,219.41,12.48,45.9755,18.8,235.78,0.0013511504,21.27,16.28,29.72,170.44,88.4,76.57,150.68,130.51,238.17
23,201706,2017,6,Sommer,201609,2016,9,Herbst,0,9,27.14,219.41,12.32,45.3825,17.92,222.73,0.0013631206,19.89,16.02,31.46,161.51,90.07,80.54,145.48,130.08,255.43
23,201707,2017,7,Sommer,201609,2016,9,Herbst,0,10,27.14,219.41,11.48,42.301,16.73,220.9,0.001283558,18.49,15.42,31.09,161.07,90.49,83.39,145.76,134.32,270.81
23,201708,2017,8,Sommer,201609,2016,9,Herbst,0,11,27.14,219.41,11.27,41.533,16.04,211.6,0.0012845202,17.83,14.49,24.01,158.19,89.96,81.26,142.31,128.54,212.98
24,201610,2016,10,Herbst,201610,2016,10,Herbst,1,0,34.79,226.33,34.79,100.0,32.02,197.33,0.0027492465,34.9,27.79,82.85,100.32,91.73,79.62,92.03,79.88,238.16
24,201611,2016,11,Herbst,201610,2016,10,Herbst,0,1,34.79,226.33,21.14,60.7796,27.18,193.64,0.0023788499,32.2,23.48,120.49,152.31,84.41,72.91,128.56,111.06,569.84
24,201612,2016,12,Winter,201610,2016,10,Herbst,0,2,34.79,226.33,20.11,57.7956,28.96,237.22,0.0020688569,29.5,23.58,89.29,146.72,98.18,79.94,144.05,117.29,444.08
24,201701,2017,1,Winter,201610,2016,10,Herbst,0,3,34.79,226.33,17.66,50.7773,22.86,202.51,0.0019128162,24.07,19.06,45.38,136.25,94.98,79.2,129.41,107.9,256.92
24,201702,2017,2,Winter,201610,2016,10,Herbst,0,4,34.79,226.33,17.53,50.3981,23.12,194.83,0.0020111268,25.06,19.79,69.36,142.91,92.29,78.98,131.89,112.87,395.62
24,201703,2017,3,Frühling,201610,2016,10,Herbst,0,5,34.79,226.33,18.06,51.911,26.95,245.71,0.0018583656,28.8,22.63,74.76,159.48,93.56,78.59,149.21,125.34,413.97
24,201704,2017,4,Frühling,201610,2016,10,Herbst,0,6,34.79,226.33,16.61,47.7402,22.55,210.78,0.001813183,24.5,19.32,52.93,147.49,92.07,78.86,135.8,116.32,318.7
24,201705,2017,5,Frühling,201610,2016,10,Herbst,0,7,34.79,226.33,15.56,44.741,22.96,235.78,0.0016498165,24.9,19.83,35.21,159.98,92.19,79.65,147.49,127.41,226.22
24,201706,2017,6,Sommer,201610,2016,10,Herbst,0,8,34.79,226.33,15.34,44.104,22.27,222.73,0.0016943669,23.78,19.96,37.53,154.96,93.67,83.94,145.15,130.07,244.6
24,201707,2017,7,Sommer,201610,2016,10,Herbst,0,9,34.79,226.33,14.35,41.2565,20.83,220.9,0.0015982635,22.58,19.19,37.69,157.35,92.26,84.99,145.17,133.74,262.59
24,201708,2017,8,Sommer,201610,2016,10,Herbst,0,10,34.79,226.33,14.1,40.5323,19.97,211.6,0.0015992544,21.4,17.83,27.68,151.74,93.33,83.33,141.63,126.45,196.33
25,201611,2016,11,Herbst,201611,2016,11,Herbst,1,0,38.13,233.91,38.13,100.0,34.57,193.64,0.0030250898,35.44,28.36,168.72,92.96,97.53,80.02,90.66,74.38,442.52
25,201612,2016,12,Winter,201611,2016,11,Herbst,0,1,38.13,233.91,23.28,61.06,33.79,237.22,0.0024135889,33.39,27.22,100.14,143.41,101.2,81.52,145.13,116.9,430.13
25,201701,2017,1,Winter,201611,2016,11,Herbst,0,2,38.13,233.91,19.59,51.3838,25.66,202.51,0.0021472964,26.08,21.24,50.47,133.11,98.4,81.46,130.98,108.43,257.6
25,201702,2017,2,Winter,201611,2016,11,Herbst,0,3,38.13,233.91,19.7,51.664,26.66,194.83,0.0023189173,27.33,22.5,79.66,138.76,97.54,82.31,135.35,114.22,404.41
25,201703,2017,3,Frühling,201611,2016,11,Herbst,0,4,38.13,233.91,20.08,52.6673,30.26,245.71,0.0020869327,31.21,25.22,83.43,155.42,96.96,80.79,150.69,125.57,415.49
25,201704,2017,4,Frühling,201611,2016,11,Herbst,0,5,38.13,233.91,18.26,47.9001,25.01,210.78,0.0020102394,25.97,21.16,60.48,142.2,96.28,81.47,136.91,115.85,331.15
25,201705,2017,5,Frühling,201611,2016,11,Herbst,0,6,38.13,233.91,16.53,43.3509,25.17,235.78,0.0018086693,25.8,21.49,39.1,156.06,97.56,83.29,152.25,129.99,236.54
25,201706,2017,6,Sommer,201611,2016,11,Herbst,0,7,38.13,233.91,16.27,42.6728,24.37,222.73,0.0018539661,24.59,21.62,41.31,151.16,99.08,87.92,149.77,132.9,253.89
25,201707,2017,7,Sommer,201611,2016,11,Herbst,0,8,38.13,233.91,15.28,40.0643,23.18,220.9,0.0017785243,23.8,21.29,41.43,155.78,97.43,89.45,151.77,139.35,271.25
25,201708,2017,8,Sommer,201611,2016,11,Herbst,0,9,38.13,233.91,15.08,39.542,22.43,211.6,0.0017964868,23.06,20.09,30.24,152.95,97.28,87.12,148.79,133.25,200.57
26,201612,2016,12,Winter,201612,2016,12,Winter,1,0,40.21,241.9,40.21,100.0,42.29,237.22,0.0030206984,36.02,31.65,124.22,89.58,117.38,87.85,105.15,78.69,308.89
26,201701,2017,1,Winter,201612,2016,12,Winter,0,1,40.21,241.9,20.73,51.5514,26.37,202.51,0.002206957,26.38,21.47,45.64,127.24,99.99,81.38,127.22,103.54,220.16
